Load, Connected KVA, Allocation Factor, Phases, kW, kvar, PF, Model
321876A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
321877A0A,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
321877A0B,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
321878A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
321878A0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
321880A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
321880A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
321881A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
321881A0B,      0.0, 0.500, 1,      7.0,      1.8, 0.970, 1
321882C0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
321882C0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
321883C0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
321883C0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
321884C0A,      0.0, 0.500, 1,      7.8,      1.9, 0.970, 1
321884C0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
321886C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
321886C0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
321887C0A,      0.0, 0.500, 1,     10.1,      2.5, 0.970, 1
321887C0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
321888C0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
321888C0B,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
321890C0A,      0.0, 0.500, 1,     12.4,      3.1, 0.970, 1
321890C0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
321891C0A,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
321891C0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
321892C0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
321892C0B,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
321893C0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
321893C0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
321894C0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
321894C0B,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
323233B0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
323233B0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
323234B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
323234B0B,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
323235B0A,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
323235B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
323236B0A,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
323236B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
323237B0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
323237B0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
323241B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
323241B0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
323242B0A,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
323242B0B,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
323243B0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
323243B0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
323244B0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
323244B0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
323245B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
323245B0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
323247B0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
323247B0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
323248B0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
323248B0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
323249B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
323249B0B,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
323250B0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
323250B0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
323252B0A,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
323252B0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
323253B0A,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
323253B0B,      0.0, 0.500, 1,      7.2,      1.8, 0.970, 1
323254B0A,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
323254B0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
323255B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
323255B0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
323261B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
323261B0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
323263A0A,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
323263A0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
323264B0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
323264B0B,      0.0, 0.500, 1,     17.2,      4.3, 0.970, 1
323265B0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
323265B0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
323266B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
323266B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
323267B0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
323267B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
323273B0A,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
323273B0B,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
323274B0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
323274B0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
323275B0A,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
323275B0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
323277B0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
323277B0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
323279B0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
323279B0B,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
323280B0A,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
323280B0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
323282B0A,      0.0, 0.500, 1,     14.2,      3.6, 0.970, 1
323282B0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
323283B0A,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
323283B0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
323284B0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
323284B0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
323285B0A,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
323285B0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
323286B0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
323286B0B,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
323287B0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
323287B0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
323387B0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
323387B0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
323388B0A,      0.0, 0.500, 1,      9.0,      2.3, 0.970, 1
323388B0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
323389B0A,      0.0, 0.500, 1,      6.6,      1.7, 0.970, 1
323389B0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
323391B0A,      0.0, 0.500, 1,     13.1,      3.3, 0.970, 1
323391B0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
323392B0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
323392B0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
323394B0A,      0.0, 0.500, 1,     13.9,      3.5, 0.970, 1
323394B0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
323397B0A,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
323397B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
323398B0A,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
323398B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
323399B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
323399B0B,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
323400B0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
323400B0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
323403B0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
323403B0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
323418A0A,      0.0, 0.500, 1,      6.6,      1.7, 0.970, 1
323418A0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
325245B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
325245B0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
325472B0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
325472B0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
325473B0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
325473B0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
325474B0A,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
325474B0B,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
328363B0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
328363B0B,      0.0, 0.500, 1,     10.4,      2.6, 0.970, 1
328364C0A,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
328364C0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
328365B0A,      0.0, 0.500, 1,     10.1,      2.5, 0.970, 1
328365B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
328367C0A,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
328367C0B,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
330121B0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
330121B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
330122B0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
330122B0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
337614B0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
337614B0B,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
337619A0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
337619A0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
337619B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
337619B0B,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
337619C0A,      0.0, 0.500, 1,      9.0,      2.3, 0.970, 1
337619C0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
337623C0A,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
337623C0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
337624C0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
337624C0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
337625C0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
337625C0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
337626C0A,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
337626C0B,      0.0, 0.500, 1,      9.8,      2.5, 0.970, 1
337627C0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
337627C0B,      0.0, 0.500, 1,     10.1,      2.5, 0.970, 1
337628C0A,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
337628C0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
337629C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
337629C0B,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
337630C0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
337630C0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
337631C0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
337631C0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
337632C0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
337632C0B,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
337633C0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
337633C0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
337634C0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
337634C0B,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
337635C0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
337635C0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
337636C0A,      0.0, 0.500, 1,     11.5,      2.9, 0.970, 1
337636C0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
337641C0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
337641C0B,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
337642C0A,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
337642C0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
337643C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
337643C0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337645B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337645B0B,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
337646B0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
337646B0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
337647A0A,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
337647A0B,      0.0, 0.500, 1,      7.8,      2.0, 0.970, 1
337648B0A,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
337648B0B,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
337650A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
337650A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
337652B0A,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
337652B0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
337653B0A,      0.0, 0.500, 1,     10.8,      2.7, 0.970, 1
337653B0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
337654C0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
337654C0B,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
337655C0A,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
337655C0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
337659C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
337659C0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
337660C0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
337660C0B,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
337661B0A,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
337661B0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
337665B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337665B0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
337666B0A,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
337666B0B,      0.0, 0.500, 1,      7.2,      1.8, 0.970, 1
337668B0A,      0.0, 0.500, 1,     10.1,      2.5, 0.970, 1
337668B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
337669A0A,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
337669A0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
337671A0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
337671A0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
337672B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
337672B0B,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
337673A0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
337673A0B,      0.0, 0.500, 1,      7.4,      1.8, 0.970, 1
337674A0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
337674A0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
337675A0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
337675A0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
337676A0A,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
337676A0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
337677A0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
337677A0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
337678A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
337678A0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
337679A0A,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
337679A0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
337684A0A,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
337684A0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
337687B0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
337687B0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
337688B0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
337688B0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
337689B0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
337689B0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
337690B0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
337690B0B,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
337691B0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
337691B0B,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
337692B0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
337692B0B,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
337693B0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
337693B0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
337694B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
337694B0B,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
337695B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337695B0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
337696B0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
337696B0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
337697B0A,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
337697B0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
337698B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
337698B0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
337699B0A,      0.0, 0.500, 1,      5.4,      1.3, 0.970, 1
337699B0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
337700B0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
337700B0B,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
337701B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
337701B0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
337702B0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
337702B0B,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
337703B0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
337703B0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337704B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
337704B0B,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
337705B0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
337705B0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
337706B0A,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
337706B0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
337707B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
337707B0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
337708B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
337708B0B,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
337709B0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
337709B0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
337710B0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
337710B0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
337712C0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
337712C0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
337713C0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
337713C0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
337714C0A,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
337714C0B,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
337715A0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
337715A0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
337716A0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
337716A0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
337717A0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
337717A0B,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
337718A0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
337718A0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
337720A0A,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
337720A0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
337722A0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
337722A0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
337723A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
337723A0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
337724A0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
337724A0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
337728A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
337728A0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
337729A0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
337729A0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
337729B0A,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
337729B0B,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
337729C0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
337729C0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
338893A0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
338893A0B,      0.0, 0.500, 1,      6.6,      1.7, 0.970, 1
338894A0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
338894A0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
338896A0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
338896A0B,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
338897A0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
338897A0B,      0.0, 0.500, 1,      1.0,      0.2, 0.970, 1
338898A0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
338898A0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
338899C0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
338899C0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
338900A0A,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
338900A0B,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
338908C0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
338908C0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
338910C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
338910C0B,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
338913B0A,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
338913B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
338915C0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
338915C0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
338917A0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
338917A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
338918A0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
338918A0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
338919A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
338919A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
338920A0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
338920A0B,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
338921A0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
338921A0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
338922B0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
338922B0B,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
338923C0A,      0.0, 0.500, 1,     16.3,      4.1, 0.970, 1
338923C0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
338924C0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
338924C0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
338925A0A,      0.0, 0.500, 1,      0.6,      0.2, 0.970, 1
338925A0B,      0.0, 0.500, 1,      4.7,      1.2, 0.970, 1
338926A0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
338926A0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
338927A0A,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
338927A0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
338930B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
338930B0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
338931C0A,      0.0, 0.500, 1,     11.5,      2.9, 0.970, 1
338931C0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
338932C0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
338932C0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
338933B0A,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
338933B0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
338934B0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
338934B0B,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
338935B0A,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
338935B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
338936C0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
338936C0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
